dteday;hr;weathersit;hum;windspeed;temp;atemp;cnt
04/04/2011;21;cloudy;0.3;30.002599999999997;24.9;26.002399999999994;95
04/04/2011;22;cloudy;0.36;31.0009;23.96;26.002399999999994;75
04/04/2011;23;cloudy;0.47;15.001299999999999;22.080000000000002;24.999200000000002;48
05/04/2011;0;clear;0.5;7.0015;21.14;24.999200000000002;22
05/04/2011;1;snowy;0.57;27.999299999999998;21.14;24.999200000000002;15
05/04/2011;2;cloudy;0.73;22.0028;17.380000000000003;18.0032;5
05/04/2011;3;cloudy;0.73;22.0028;17.380000000000003;18.0032;4
05/04/2011;4;snowy;0.88;32.9975;15.5;15.9968;2
05/04/2011;5;snowy;0.94;19.999499999999998;13.620000000000001;13.997;5
05/04/2011;6;cloudy;0.88;22.0028;14.559999999999999;15.0002;38
05/04/2011;7;cloudy;0.88;22.0028;14.559999999999999;15.0002;134
05/04/2011;8;snowy;0.87;39.000699999999995;9.86;9.997399999999999;157
05/04/2011;9;snowy;0.87;32.9975;8.919999999999998;5.001199999999997;46
05/04/2011;10;snowy;0.81;26.0027;7.98;3.998000000000001;28
05/04/2011;11;snowy;0.81;30.002599999999997;7.040000000000001;3.0014000000000003;19
05/04/2011;12;cloudy;0.71;26.0027;7.98;3.998000000000001;38
05/04/2011;13;cloudy;0.63;27.999299999999998;8.919999999999998;5.997799999999998;56
05/04/2011;14;cloudy;0.57;32.9975;8.919999999999998;5.001199999999997;76
05/04/2011;15;clear;0.46;31.0009;10.8;11.000600000000002;68
05/04/2011;16;clear;0.46;27.999299999999998;9.86;9.997399999999999;130
05/04/2011;17;clear;0.38;27.999299999999998;11.739999999999998;11.997200000000003;273
05/04/2011;18;clear;0.4;32.9975;9.86;9.997399999999999;267
05/04/2011;19;clear;0.43;19.999499999999998;8.919999999999998;5.997799999999998;160
05/04/2011;20;clear;0.46;19.0012;7.98;5.001199999999997;91
05/04/2011;21;clear;0.46;35.0008;7.98;3.0014000000000003;89
05/04/2011;22;clear;0.49;19.999499999999998;7.040000000000001;3.998000000000001;46
05/04/2011;23;clear;0.49;19.0012;6.1;3.0014000000000003;26
06/04/2011;0;clear;0.49;7.0015;6.1;5.001199999999997;15
06/04/2011;1;clear;0.6;8.9981;4.220000000000001;1.9982000000000006;2
06/04/2011;2;clear;0.7;8.9981;3.2799999999999994;-0.0015999999999998238;5
06/04/2011;3;clear;0.6;8.9981;4.220000000000001;1.9982000000000006;4
06/04/2011;4;clear;0.65;8.9981;3.2799999999999994;-0.0015999999999998238;1
06/04/2011;5;clear;0.7;7.0015;3.2799999999999994;1.0015999999999998;13
06/04/2011;6;clear;0.7;7.0015;3.2799999999999994;1.0015999999999998;56
06/04/2011;7;clear;0.65;7.0015;4.220000000000001;1.9982000000000006;133
06/04/2011;8;clear;0.61;15.001299999999999;7.040000000000001;3.998000000000001;325
06/04/2011;9;clear;0.46;16.997899999999998;8.919999999999998;5.997799999999998;165
06/04/2011;10;clear;0.37;26.0027;10.8;11.000600000000002;69
06/04/2011;11;clear;0.38;26.0027;11.739999999999998;11.997200000000003;93
06/04/2011;12;clear;0.41;16.997899999999998;12.68;13.000399999999999;134
06/04/2011;13;clear;0.38;32.9975;13.620000000000001;13.997;112
06/04/2011;14;clear;0.34;27.999299999999998;15.5;15.9968;115
06/04/2011;15;clear;0.32;22.0028;16.44;17.0;117
06/04/2011;16;clear;0.28;27.999299999999998;17.380000000000003;18.0032;169
06/04/2011;17;clear;0.32;30.002599999999997;16.44;17.0;356
06/04/2011;18;clear;0.29;23.9994;16.44;17.0;325
06/04/2011;19;clear;0.31;19.999499999999998;15.5;15.9968;232
06/04/2011;20;clear;0.51;15.001299999999999;13.620000000000001;13.997;141
06/04/2011;21;clear;0.41;19.0012;13.620000000000001;13.997;102
06/04/2011;22;clear;0.41;19.0012;13.620000000000001;13.997;84
06/04/2011;23;clear;0.41;19.999499999999998;13.620000000000001;13.997;40
07/04/2011;0;clear;0.41;19.0012;13.620000000000001;13.997;20
07/04/2011;1;clear;0.47;8.9981;11.739999999999998;11.997200000000003;13
07/04/2011;2;clear;0.54;0.0;11.739999999999998;11.997200000000003;7
07/04/2011;3;clear;0.66;12.998;8.919999999999998;7.000999999999998;3
07/04/2011;4;clear;0.76;12.998;7.98;5.997799999999998;1
07/04/2011;5;clear;0.76;15.001299999999999;7.98;5.001199999999997;6
07/04/2011;6;clear;0.81;16.997899999999998;7.040000000000001;3.998000000000001;64
07/04/2011;7;cloudy;0.76;11.0014;7.98;5.997799999999998;160
07/04/2011;8;clear;0.76;12.998;8.919999999999998;7.000999999999998;314
07/04/2011;9;cloudy;0.66;8.9981;10.8;11.000600000000002;170
07/04/2011;10;cloudy;0.67;7.0015;11.739999999999998;11.997200000000003;95
07/04/2011;11;cloudy;0.55;0.0;13.620000000000001;13.997;122
07/04/2011;12;cloudy;0.55;0.0;13.620000000000001;13.997;153
07/04/2011;13;cloudy;0.48;6.0032;16.44;17.0;135
07/04/2011;14;clear;0.43;6.0032;18.320000000000004;18.9998;157
07/04/2011;15;clear;0.38;7.0015;20.2;24.999200000000002;160
07/04/2011;16;clear;0.35;0.0;20.2;24.999200000000002;213
07/04/2011;17;clear;0.52;19.0012;16.44;17.0;343
07/04/2011;18;clear;0.55;16.997899999999998;14.559999999999999;15.0002;333
07/04/2011;19;clear;0.59;19.999499999999998;13.620000000000001;13.997;226
07/04/2011;20;clear;0.62;11.0014;12.68;13.000399999999999;203
07/04/2011;21;cloudy;0.67;19.0012;12.68;13.000399999999999;108
07/04/2011;22;cloudy;0.76;12.998;10.8;11.000600000000002;81
07/04/2011;23;clear;0.76;16.997899999999998;9.86;9.997399999999999;54
08/04/2011;0;cloudy;0.76;15.001299999999999;8.919999999999998;7.000999999999998;25
08/04/2011;1;cloudy;0.76;8.9981;7.98;5.997799999999998;9
08/04/2011;2;snowy;0.76;11.0014;7.98;5.997799999999998;13
08/04/2011;3;snowy;0.76;11.0014;7.98;5.997799999999998;1
08/04/2011;4;cloudy;0.86;8.9981;7.98;5.997799999999998;1
08/04/2011;5;cloudy;0.87;12.998;7.040000000000001;5.001199999999997;9
08/04/2011;6;cloudy;0.87;0.0;7.98;7.9975999999999985;35
08/04/2011;7;snowy;0.87;11.0014;7.98;5.997799999999998;113
08/04/2011;8;snowy;0.87;11.0014;7.98;5.997799999999998;221
08/04/2011;9;cloudy;0.76;12.998;8.919999999999998;7.000999999999998;185
08/04/2011;10;cloudy;0.71;19.0012;8.919999999999998;5.997799999999998;73
08/04/2011;11;cloudy;0.62;26.0027;10.8;11.000600000000002;98
08/04/2011;12;snowy;0.66;15.001299999999999;9.86;9.997399999999999;80
08/04/2011;13;snowy;0.76;19.0012;8.919999999999998;5.997799999999998;42
08/04/2011;14;snowy;0.87;15.001299999999999;7.98;5.001199999999997;15
08/04/2011;15;snowy;0.87;15.001299999999999;7.98;5.001199999999997;25
08/04/2011;16;cloudy;0.93;16.997899999999998;7.040000000000001;3.998000000000001;60
08/04/2011;17;snowy;0.93;16.997899999999998;7.040000000000001;3.998000000000001;148
08/04/2011;18;snowy;0.93;16.997899999999998;7.040000000000001;3.998000000000001;62
08/04/2011;19;snowy;0.93;27.999299999999998;6.1;1.9982000000000006;53
08/04/2011;20;cloudy;0.93;22.0028;6.1;1.9982000000000006;63
08/04/2011;21;cloudy;0.93;16.997899999999998;6.1;3.0014000000000003;54
08/04/2011;22;cloudy;0.93;19.999499999999998;6.1;1.9982000000000006;51
08/04/2011;23;cloudy;0.93;15.001299999999999;6.1;3.0014000000000003;35
09/04/2011;0;cloudy;0.87;15.001299999999999;6.1;3.0014000000000003;31
09/04/2011;1;cloudy;0.87;8.9981;6.1;3.998000000000001;20
09/04/2011;2;cloudy;0.87;15.001299999999999;7.040000000000001;3.998000000000001;17
09/04/2011;3;snowy;1.0;16.997899999999998;6.1;3.0014000000000003;14
09/04/2011;4;snowy;1.0;16.997899999999998;6.1;1.9982000000000006;3
09/04/2011;5;cloudy;0.93;15.001299999999999;6.1;3.0014000000000003;5
09/04/2011;6;cloudy;0.93;12.998;6.1;3.0014000000000003;13
09/04/2011;7;cloudy;0.93;11.0014;6.1;3.998000000000001;21
09/04/2011;8;cloudy;0.93;11.0014;7.040000000000001;3.998000000000001;54
09/04/2011;9;cloudy;0.87;7.0015;7.98;7.000999999999998;98
09/04/2011;10;cloudy;0.87;8.9981;7.98;5.997799999999998;133
09/04/2011;11;cloudy;0.81;0.0;8.919999999999998;7.9975999999999985;142
09/04/2011;12;cloudy;0.81;8.9981;8.919999999999998;7.000999999999998;202
09/04/2011;13;cloudy;0.81;0.0;8.919999999999998;9.000800000000002;222
09/04/2011;14;cloudy;0.81;8.9981;8.919999999999998;7.000999999999998;212
09/04/2011;15;cloudy;0.87;0.0;8.919999999999998;9.000800000000002;201
09/04/2011;16;cloudy;0.82;0.0;9.86;9.997399999999999;191
09/04/2011;17;cloudy;0.82;6.0032;9.86;9.997399999999999;257
09/04/2011;18;cloudy;0.82;7.0015;9.86;9.997399999999999;177
09/04/2011;19;cloudy;0.82;8.9981;9.86;9.997399999999999;130
09/04/2011;20;cloudy;0.87;11.0014;9.86;9.997399999999999;93
09/04/2011;21;cloudy;0.93;8.9981;8.919999999999998;7.000999999999998;75
09/04/2011;22;cloudy;0.93;8.9981;8.919999999999998;7.000999999999998;87
09/04/2011;23;cloudy;0.87;6.0032;9.86;9.997399999999999;57
10/04/2011;0;cloudy;0.87;6.0032;9.86;9.997399999999999;53
10/04/2011;1;cloudy;0.87;8.9981;9.86;9.997399999999999;37
10/04/2011;2;cloudy;0.87;6.0032;9.86;9.997399999999999;36
10/04/2011;3;cloudy;0.87;8.9981;9.86;9.997399999999999;16
10/04/2011;4;cloudy;0.93;7.0015;8.919999999999998;7.9975999999999985;5
10/04/2011;5;cloudy;0.93;6.0032;8.919999999999998;7.9975999999999985;4
10/04/2011;6;cloudy;0.93;6.0032;8.919999999999998;7.9975999999999985;4
10/04/2011;7;cloudy;1.0;6.0032;8.919999999999998;7.9975999999999985;10
10/04/2011;8;cloudy;0.94;6.0032;9.86;9.997399999999999;55
10/04/2011;9;cloudy;0.94;8.9981;9.86;9.997399999999999;81
10/04/2011;10;cloudy;0.87;0.0;10.8;11.000600000000002;150
10/04/2011;11;cloudy;0.87;8.9981;10.8;11.000600000000002;202
10/04/2011;12;cloudy;0.88;8.9981;11.739999999999998;11.997200000000003;230
10/04/2011;13;clear;0.82;7.0015;13.620000000000001;13.997;263
10/04/2011;14;clear;0.72;12.998;15.5;15.9968;281
10/04/2011;15;clear;0.77;15.001299999999999;15.5;15.9968;297
10/04/2011;16;cloudy;0.72;11.0014;16.44;17.0;288
10/04/2011;17;cloudy;0.72;12.998;16.44;17.0;236
10/04/2011;18;clear;0.77;12.998;15.5;15.9968;240
10/04/2011;19;clear;0.77;12.998;15.5;15.9968;131
10/04/2011;20;clear;0.82;8.9981;13.620000000000001;13.997;92
10/04/2011;21;clear;0.88;12.998;12.68;13.000399999999999;95
10/04/2011;22;clear;0.94;16.997899999999998;12.68;13.000399999999999;57
10/04/2011;23;clear;0.88;23.9994;13.620000000000001;13.997;32
11/04/2011;0;clear;0.88;22.0028;14.559999999999999;15.0002;23
11/04/2011;1;clear;0.94;19.0012;13.620000000000001;13.997;4
11/04/2011;2;clear;0.94;19.0012;13.620000000000001;13.997;9
11/04/2011;4;clear;0.94;12.998;13.620000000000001;13.997;1
11/04/2011;5;clear;0.94;12.998;13.620000000000001;13.997;13
11/04/2011;6;cloudy;1.0;15.001299999999999;13.620000000000001;13.997;61
11/04/2011;7;cloudy;0.88;15.001299999999999;15.5;15.9968;176
11/04/2011;8;cloudy;0.88;19.0012;16.44;17.0;314
11/04/2011;9;cloudy;0.83;19.0012;18.320000000000004;18.9998;165
11/04/2011;10;cloudy;0.83;19.999499999999998;18.320000000000004;18.9998;96
11/04/2011;11;cloudy;0.73;19.999499999999998;20.2;22.9994;104
11/04/2011;12;cloudy;0.73;22.0028;20.2;22.9994;134
11/04/2011;13;cloudy;0.69;27.999299999999998;22.080000000000002;24.0026;139
11/04/2011;14;cloudy;0.54;23.9994;25.839999999999996;28.002199999999995;145
11/04/2011;15;clear;0.48;35.0008;26.78;28.002199999999995;141
11/04/2011;16;clear;0.48;35.0008;26.78;28.002199999999995;235
11/04/2011;17;clear;0.48;35.0008;26.78;28.002199999999995;452
11/04/2011;18;clear;0.51;26.0027;25.839999999999996;28.002199999999995;383
11/04/2011;19;clear;0.51;30.002599999999997;25.839999999999996;28.002199999999995;284
11/04/2011;20;clear;0.57;35.0008;23.96;26.002399999999994;166
11/04/2011;21;clear;0.61;16.997899999999998;23.020000000000003;24.999200000000002;158
11/04/2011;22;cloudy;0.5;19.0012;22.080000000000002;24.999200000000002;91
11/04/2011;23;snowy;0.6;0.0;19.259999999999998;20.003;54
12/04/2011;0;cloudy;0.5;7.0015;21.14;24.999200000000002;24
12/04/2011;1;cloudy;0.5;6.0032;21.14;24.999200000000002;13
12/04/2011;2;cloudy;0.53;8.9981;20.2;24.999200000000002;14
12/04/2011;3;cloudy;0.56;8.9981;19.259999999999998;20.003;1
12/04/2011;4;cloudy;0.64;8.9981;18.320000000000004;18.9998;6
12/04/2011;5;cloudy;0.68;8.9981;17.380000000000003;18.0032;16
12/04/2011;6;cloudy;0.68;19.0012;17.380000000000003;18.0032;58
12/04/2011;7;cloudy;0.68;15.001299999999999;17.380000000000003;18.0032;189
12/04/2011;8;snowy;0.88;26.0027;14.559999999999999;15.0002;226
12/04/2011;9;snowy;0.94;32.9975;13.620000000000001;13.997;54
12/04/2011;10;snowy;0.82;27.999299999999998;15.5;15.9968;40
12/04/2011;11;clear;0.77;23.9994;16.44;17.0;49
12/04/2011;12;cloudy;0.64;31.0009;18.320000000000004;18.9998;92
12/04/2011;13;snowy;0.68;19.0012;17.380000000000003;18.0032;106
12/04/2011;14;cloudy;0.82;19.0012;15.5;15.9968;44
12/04/2011;15;cloudy;0.77;35.0008;14.559999999999999;15.0002;78
12/04/2011;16;cloudy;0.77;26.0027;14.559999999999999;15.0002;99
12/04/2011;17;snowy;0.77;15.001299999999999;12.68;13.000399999999999;291
12/04/2011;18;snowy;0.77;15.001299999999999;12.68;13.000399999999999;224
12/04/2011;19;cloudy;0.82;19.0012;11.739999999999998;11.997200000000003;130
12/04/2011;20;cloudy;0.82;19.0012;11.739999999999998;11.997200000000003;103
12/04/2011;21;cloudy;0.82;12.998;11.739999999999998;11.997200000000003;84
12/04/2011;22;cloudy;0.94;19.999499999999998;10.8;11.000600000000002;54
12/04/2011;23;cloudy;0.94;16.997899999999998;10.8;11.000600000000002;39
13/04/2011;0;cloudy;1.0;19.999499999999998;10.8;11.000600000000002;15
13/04/2011;1;cloudy;1.0;19.999499999999998;10.8;11.000600000000002;1
13/04/2011;2;snowy;1.0;19.999499999999998;10.8;11.000600000000002;2
13/04/2011;3;snowy;0.94;22.0028;10.8;11.000600000000002;2
13/04/2011;4;snowy;0.94;22.0028;10.8;11.000600000000002;3
13/04/2011;5;snowy;0.94;16.997899999999998;9.86;9.997399999999999;5
13/04/2011;6;snowy;0.94;15.001299999999999;9.86;9.997399999999999;34
13/04/2011;7;snowy;1.0;15.001299999999999;8.919999999999998;7.000999999999998;70
13/04/2011;8;snowy;0.94;12.998;9.86;9.997399999999999;164
13/04/2011;9;cloudy;0.94;15.001299999999999;9.86;9.997399999999999;65
13/04/2011;10;cloudy;0.87;12.998;10.8;11.000600000000002;46
13/04/2011;11;cloudy;0.82;12.998;11.739999999999998;11.997200000000003;61
13/04/2011;12;snowy;0.82;16.997899999999998;11.739999999999998;11.997200000000003;95
13/04/2011;13;cloudy;0.77;12.998;12.68;13.000399999999999;61
13/04/2011;14;cloudy;0.77;16.997899999999998;11.739999999999998;11.997200000000003;106
13/04/2011;15;cloudy;0.72;19.0012;12.68;13.000399999999999;81
13/04/2011;16;clear;0.67;19.0012;13.620000000000001;13.997;142
13/04/2011;17;clear;0.67;19.999499999999998;13.620000000000001;13.997;309
13/04/2011;18;clear;0.62;26.0027;12.68;13.000399999999999;321
13/04/2011;19;clear;0.62;16.997899999999998;12.68;13.000399999999999;175
13/04/2011;20;clear;0.62;16.997899999999998;12.68;13.000399999999999;126
13/04/2011;21;clear;0.67;11.0014;11.739999999999998;11.997200000000003;117
13/04/2011;22;clear;0.67;12.998;11.739999999999998;11.997200000000003;99
13/04/2011;23;clear;0.71;8.9981;10.8;11.000600000000002;62
14/04/2011;0;clear;0.76;8.9981;9.86;9.997399999999999;21
14/04/2011;1;clear;0.76;15.001299999999999;9.86;9.997399999999999;10
14/04/2011;2;clear;0.76;8.9981;8.919999999999998;7.000999999999998;3
14/04/2011;3;clear;0.81;8.9981;7.98;5.997799999999998;2
14/04/2011;4;clear;0.76;0.0;7.98;7.9975999999999985;9
14/04/2011;5;clear;0.76;6.0032;7.98;7.000999999999998;14
14/04/2011;6;clear;0.76;7.0015;7.98;7.000999999999998;70
14/04/2011;7;clear;0.66;0.0;9.86;9.997399999999999;193
14/04/2011;8;clear;0.58;11.0014;11.739999999999998;11.997200000000003;337
14/04/2011;9;clear;0.51;8.9981;13.620000000000001;13.997;170
14/04/2011;10;clear;0.51;12.998;15.5;15.9968;89
14/04/2011;11;clear;0.45;11.0014;16.44;17.0;115
14/04/2011;12;clear;0.42;8.9981;17.380000000000003;18.0032;145
14/04/2011;13;clear;0.37;15.001299999999999;18.320000000000004;18.9998;159
14/04/2011;14;clear;0.35;6.0032;18.320000000000004;18.9998;137
14/04/2011;15;clear;0.31;6.0032;20.2;24.999200000000002;142
14/04/2011;16;clear;0.26;7.0015;20.2;24.0026;202
14/04/2011;17;clear;0.28;0.0;20.2;24.0026;388
14/04/2011;18;clear;0.3;0.0;18.320000000000004;18.9998;337
14/04/2011;19;clear;0.32;0.0;17.380000000000003;18.0032;259
14/04/2011;20;clear;0.51;12.998;15.5;15.9968;169
14/04/2011;21;clear;0.63;8.9981;13.620000000000001;13.997;145
14/04/2011;22;clear;0.55;7.0015;14.559999999999999;15.0002;104
14/04/2011;23;clear;0.59;7.0015;13.620000000000001;13.997;47
15/04/2011;0;clear;0.67;0.0;12.68;13.000399999999999;27
15/04/2011;1;clear;0.62;0.0;12.68;13.000399999999999;15
15/04/2011;2;clear;0.76;0.0;10.8;11.000600000000002;18
15/04/2011;3;clear;0.76;0.0;10.8;11.000600000000002;3
15/04/2011;4;clear;0.82;6.0032;9.86;9.997399999999999;3
15/04/2011;5;clear;0.81;7.0015;8.919999999999998;7.9975999999999985;13
15/04/2011;6;clear;0.81;6.0032;8.919999999999998;7.9975999999999985;47
15/04/2011;7;clear;0.71;11.0014;10.8;11.000600000000002;149
15/04/2011;8;clear;0.62;19.999499999999998;12.68;13.000399999999999;300
15/04/2011;9;clear;0.55;12.998;15.5;15.9968;178
15/04/2011;10;clear;0.55;12.998;15.5;15.9968;122
15/04/2011;11;clear;0.55;12.998;16.44;17.0;136
15/04/2011;12;clear;0.55;19.0012;16.44;17.0;200
15/04/2011;13;clear;0.52;16.997899999999998;17.380000000000003;18.0032;180
15/04/2011;14;clear;0.52;16.997899999999998;17.380000000000003;18.0032;163
15/04/2011;15;clear;0.52;30.002599999999997;17.380000000000003;18.0032;162
15/04/2011;16;clear;0.55;32.9975;16.44;17.0;243
15/04/2011;17;cloudy;0.63;26.0027;15.5;15.9968;331
15/04/2011;18;cloudy;0.67;26.0027;13.620000000000001;13.997;263
15/04/2011;19;clear;0.77;26.0027;11.739999999999998;11.997200000000003;209
15/04/2011;20;cloudy;0.76;22.0028;10.8;11.000600000000002;118
15/04/2011;21;cloudy;0.76;19.999499999999998;10.8;11.000600000000002;102
15/04/2011;22;cloudy;0.82;26.0027;9.86;9.997399999999999;80
15/04/2011;23;cloudy;0.81;12.998;8.919999999999998;7.000999999999998;64
16/04/2011;0;cloudy;0.81;15.001299999999999;8.919999999999998;7.000999999999998;43
16/04/2011;1;cloudy;0.87;19.0012;8.919999999999998;5.997799999999998;33
16/04/2011;2;cloudy;0.87;8.9981;8.919999999999998;7.000999999999998;24
16/04/2011;3;cloudy;0.87;11.0014;8.919999999999998;7.000999999999998;14
16/04/2011;4;cloudy;0.87;15.001299999999999;8.919999999999998;7.000999999999998;5
16/04/2011;5;cloudy;0.87;19.0012;9.86;9.997399999999999;4
16/04/2011;6;snowy;0.82;22.0028;10.8;11.000600000000002;10
16/04/2011;7;cloudy;0.82;27.999299999999998;10.8;11.000600000000002;21
16/04/2011;8;snowy;0.87;23.9994;10.8;11.000600000000002;45
16/04/2011;9;snowy;1.0;19.999499999999998;10.8;11.000600000000002;29
16/04/2011;10;snowy;0.94;26.0027;11.739999999999998;11.997200000000003;22
16/04/2011;11;snowy;0.94;30.002599999999997;11.739999999999998;11.997200000000003;31
16/04/2011;12;cloudy;0.88;39.000699999999995;13.620000000000001;13.997;32
16/04/2011;13;snowy;0.94;35.0008;13.620000000000001;13.997;58
16/04/2011;14;snowy;0.83;39.000699999999995;16.44;17.0;63
16/04/2011;15;snowy;0.83;39.000699999999995;16.44;17.0;78
16/04/2011;16;snowy;0.88;31.0009;15.5;15.9968;33
16/04/2011;17;snowy;0.88;39.000699999999995;15.5;15.9968;15
16/04/2011;18;cloudy;0.94;26.0027;15.5;15.9968;38
16/04/2011;19;cloudy;0.94;27.999299999999998;16.44;17.0;71
16/04/2011;20;snowy;0.94;15.001299999999999;12.68;13.000399999999999;53
16/04/2011;21;cloudy;0.94;0.0;12.68;13.000399999999999;14
16/04/2011;22;snowy;1.0;0.0;11.739999999999998;11.997200000000003;24
16/04/2011;23;cloudy;0.77;19.0012;12.68;13.000399999999999;35
17/04/2011;0;cloudy;0.77;19.0012;12.68;13.000399999999999;33
17/04/2011;1;clear;0.67;15.001299999999999;11.739999999999998;11.997200000000003;31
17/04/2011;2;clear;0.62;12.998;10.8;11.000600000000002;29
17/04/2011;3;clear;0.66;8.9981;10.8;11.000600000000002;25
17/04/2011;4;clear;0.76;7.0015;8.919999999999998;7.9975999999999985;7
17/04/2011;5;clear;0.71;11.0014;8.919999999999998;7.000999999999998;3
17/04/2011;6;clear;0.66;30.002599999999997;8.919999999999998;5.001199999999997;8
17/04/2011;7;clear;0.5;23.9994;8.919999999999998;5.997799999999998;16
17/04/2011;8;clear;0.46;26.0027;9.86;9.997399999999999;43
17/04/2011;9;clear;0.43;19.0012;10.8;11.000600000000002;102
17/04/2011;10;clear;0.44;30.002599999999997;11.739999999999998;11.997200000000003;211
17/04/2011;11;clear;0.41;27.999299999999998;13.620000000000001;13.997;304
17/04/2011;12;clear;0.38;26.0027;13.620000000000001;13.997;354
17/04/2011;13;clear;0.34;26.0027;15.5;15.9968;343
17/04/2011;14;clear;0.34;26.0027;16.44;17.0;361
17/04/2011;15;clear;0.32;35.0008;17.380000000000003;18.0032;388
17/04/2011;16;clear;0.3;23.9994;17.380000000000003;18.0032;343
17/04/2011;17;clear;0.3;30.002599999999997;18.320000000000004;18.9998;306
17/04/2011;18;clear;0.3;26.0027;18.320000000000004;18.9998;277
17/04/2011;19;clear;0.3;19.999499999999998;18.320000000000004;18.9998;210
17/04/2011;20;clear;0.36;12.998;16.44;17.0;141
17/04/2011;21;clear;0.42;12.998;15.5;15.9968;83
17/04/2011;22;clear;0.39;7.0015;15.5;15.9968;70
17/04/2011;23;clear;0.67;11.0014;12.68;13.000399999999999;56
18/04/2011;0;clear;0.47;6.0032;13.620000000000001;13.997;39
18/04/2011;1;clear;0.47;8.9981;13.620000000000001;13.997;19
18/04/2011;2;clear;0.67;7.0015;11.739999999999998;11.997200000000003;16
18/04/2011;3;clear;0.62;7.0015;11.739999999999998;11.997200000000003;7
18/04/2011;4;clear;0.87;11.0014;10.8;11.000600000000002;6
18/04/2011;5;clear;0.76;6.0032;10.8;11.000600000000002;16
18/04/2011;6;clear;0.82;0.0;10.8;11.000600000000002;54
18/04/2011;7;clear;0.63;0.0;13.620000000000001;13.997;168
18/04/2011;8;clear;0.63;0.0;13.620000000000001;13.997;297
18/04/2011;9;cloudy;0.55;7.0015;15.5;15.9968;169
18/04/2011;10;cloudy;0.55;7.0015;16.44;17.0;109
18/04/2011;11;cloudy;0.52;6.0032;17.380000000000003;18.0032;123
18/04/2011;12;cloudy;0.49;6.0032;18.320000000000004;18.9998;184
18/04/2011;13;cloudy;0.49;11.0014;18.320000000000004;18.9998;169
18/04/2011;14;cloudy;0.49;12.998;19.259999999999998;20.003;144
18/04/2011;15;cloudy;0.43;12.998;20.2;24.999200000000002;176
18/04/2011;16;clear;0.46;19.0012;20.2;24.999200000000002;205
18/04/2011;17;clear;0.49;19.0012;19.259999999999998;20.003;428
18/04/2011;18;clear;0.31;23.9994;22.080000000000002;24.999200000000002;362
18/04/2011;19;clear;0.46;16.997899999999998;18.320000000000004;18.9998;286
18/04/2011;20;clear;0.33;19.999499999999998;20.2;24.999200000000002;165
18/04/2011;21;clear;0.37;19.0012;18.320000000000004;18.9998;151
18/04/2011;22;clear;0.55;19.0012;16.44;17.0;90
18/04/2011;23;clear;0.59;16.997899999999998;15.5;15.9968;46
19/04/2011;0;clear;0.55;15.001299999999999;15.5;15.9968;25
19/04/2011;1;clear;0.63;15.001299999999999;13.620000000000001;13.997;7
19/04/2011;2;clear;0.67;19.0012;13.620000000000001;13.997;13
19/04/2011;3;clear;0.63;15.001299999999999;14.559999999999999;15.0002;3
19/04/2011;4;clear;0.67;6.0032;13.620000000000001;13.997;5
19/04/2011;5;cloudy;0.72;12.998;13.620000000000001;13.997;18
19/04/2011;6;cloudy;0.67;0.0;14.559999999999999;15.0002;65
19/04/2011;7;cloudy;0.55;0.0;16.44;17.0;188
19/04/2011;8;cloudy;0.68;8.9981;15.5;15.9968;351
19/04/2011;9;snowy;0.63;6.0032;16.44;17.0;162
19/04/2011;10;cloudy;0.72;15.001299999999999;15.5;15.9968;75
19/04/2011;11;cloudy;0.68;11.0014;17.380000000000003;18.0032;72
19/04/2011;12;cloudy;0.64;6.0032;17.380000000000003;18.0032;103
19/04/2011;13;cloudy;0.68;15.001299999999999;17.380000000000003;18.0032;129
19/04/2011;14;cloudy;0.64;12.998;17.380000000000003;18.0032;107
19/04/2011;15;cloudy;0.65;11.0014;17.380000000000003;18.0032;127
19/04/2011;16;clear;0.52;19.999499999999998;18.320000000000004;18.9998;192
19/04/2011;17;clear;0.6;7.0015;18.320000000000004;18.9998;411
19/04/2011;18;cloudy;0.64;8.9981;17.380000000000003;18.0032;421
19/04/2011;19;cloudy;0.72;12.998;15.5;15.9968;276
19/04/2011;20;cloudy;0.72;15.001299999999999;15.5;15.9968;168
19/04/2011;21;cloudy;0.72;8.9981;15.5;15.9968;122
19/04/2011;22;clear;0.77;6.0032;14.559999999999999;15.0002;112
19/04/2011;23;clear;0.88;6.0032;13.620000000000001;13.997;52
20/04/2011;0;clear;0.88;8.9981;12.68;13.000399999999999;33
20/04/2011;1;clear;0.94;11.0014;11.739999999999998;11.997200000000003;7
20/04/2011;2;clear;0.94;11.0014;11.739999999999998;11.997200000000003;2
20/04/2011;3;clear;0.94;0.0;11.739999999999998;11.997200000000003;2
20/04/2011;4;clear;1.0;7.0015;10.8;11.000600000000002;9
20/04/2011;5;clear;0.94;12.998;10.8;11.000600000000002;15
20/04/2011;6;clear;0.94;11.0014;11.739999999999998;11.997200000000003;64
20/04/2011;7;clear;0.94;0.0;12.68;13.000399999999999;237
20/04/2011;8;clear;0.69;31.0009;21.14;24.0026;396
20/04/2011;9;clear;0.61;19.0012;23.020000000000003;24.999200000000002;197
20/04/2011;10;clear;0.69;6.0032;21.14;24.0026;131
20/04/2011;11;clear;0.69;6.0032;21.14;24.0026;118
20/04/2011;12;clear;0.48;26.0027;24.9;26.998999999999995;145
